serial,title,category,region,system,mapping_files
SLES-00374,MechWarrior 2 - Combat au 31ieme Siecle (France),Games,PAL,PSX,
SLES-00757,Ninja - L'Ombre des Tenebres (France),Games,PAL,PSX,
SLES-00161,D (France) (Disc 1),Games,PAL,PSX,
SLES-10161,D (France) (Disc 2),Games,PAL,PSX,
SLES-20161,D (France) (Disc 3),Games,PAL,PSX,
SLES-03319,"Pierrafeu, Les - Bedrock Bowling (France)",Games,PAL,PSX,
SCES-03537,Disney Atlantide - L'Empire Perdu (France),Games,PAL,PSX,
SCES-01077,Cardinal Syn (France),Games,PAL,PSX,
SLES-00573,"Cite des Enfants Perdus, La (France)",Games,PAL,PSX,
SLES-03657,Popstar Maker (Europe),Games,PAL,PSX,
SLES-00873,Broken Helix (Europe),Games,PAL,PSX,
SLES-00630,Machine Hunter (Europe),Games,PAL,PSX,
SLES-02615,"Barca Manager 2000 (Spain) (Es,Ca)",Games,PAL,PSX,
SLES-03718,NBA Live 2002 (Europe),Games,PAL,PSX,
SLES-03310,Disney-Pixar Buzz Lightyear of Star Command (Europe),Games,PAL,PSX,
SLES-00653,Herc's Adventures (Europe),Games,PAL,PSX,
SLES-03373,Egypt II - The Heliopolis Prophecy (Europe),Games,PAL,PSX,
SLES-00247,Blazing Dragons (Europe),Games,PAL,PSX,
SCES-01944,Legend of Legaia (France),Games,PAL,PSX,
SCES-02366,Barbie - Aventure Equestre (France),Games,PAL,PSX,
SLES-02352,"South Park Rally (Europe, Australia)",Games,PAL,PSX,
SCES-01771,Destrega (Italy),Games,PAL,PSX,
SLES-03671,FIFA Football 2002 (Italy),Games,PAL,PSX,
SLES-00227,Resident Evil (France) (EDC),Games,PAL,PSX,
SLES-03957,"Pro Evolution Soccer 2 (Europe) (Es,It)",Games,PAL,PSX,
SLES-04167,FIFA Football 2005 (Italy),Games,PAL,PSX,
SCES-02176,Sfida al Tetris Magico (Italy),Games,PAL,PSX,
SCES-03848,Stuart Little 2 (Italy),Games,PAL,PSX,
SLES-02281,Shadow Man (Italy),Games,PAL,PSX,
SLES-00641,BallBlazer Champions (Italy),Games,PAL,PSX,
SCES-02074,Tiny Tank (Italy),Games,PAL,PSX,
SLES-02424,"ISS Pro Evolution (Europe) (Es,It)",Games,PAL,PSX,
SLES-01474,T'ai Fu - Wrath of the Tiger (Italy),Games,PAL,PSX,
SLES-01063,Kick Off World Manager (Italy),Games,PAL,PSX,
SLES-03314,Disney-Pixar Buzz Lightyear da Comando Stellare (Italy),Games,PAL,PSX,
SCES-02432,Space Debris (Italy),Games,PAL,PSX,
SCES-03092,Muppet Monster Adventure (Italy),Games,PAL,PSX,
SLES-01424,Global Domination (Italy),Games,PAL,PSX,
SLES-03752,Quiz Show (Italy) (Disc 1) (CD Gioco),Games,PAL,PSX,
SLES-13752,Quiz Show (Italy) (Disc 2) (CD Help e Backstage),Games,PAL,PSX,
SLES-02978,Football Manager Campionato 2001 (Italy),Games,PAL,PSX,
SLES-02296,Cina - Crimini nella Citta Proibita (Italy),Games,PAL,PSX,
SLES-03186,Oro e Gloria - La Strada per El Dorado (Italy),Games,PAL,PSX,
SLES-01646,Actua Soccer 3 (Italy),Games,PAL,PSX,
SLES-03684,Dragon Ball - Final Bout (Italy),Games,PAL,PSX,
SLES-00539,Robotron X (Europe),Games,PAL,PSX,
SLES-01605,"Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 1)",Games,PAL,PSX,
SLES-11605,"Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 2)",Games,PAL,PSX,
SLES-21605,"Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 3)",Games,PAL,PSX,
SLPS 02436,J.League Soccer - Jikkyou Survival League (Japan),Games,NTSC-J,PSX,
SLPM 86962,Pachi-Slot Kanzen Kouryaku - Takasago Super Project 2 (Japan),Games,NTSC-J,PSX,
SLPS 00166,Chibi Maruko-chan - Maruko Enikki World (Japan),Games,NTSC-J,PSX,
SLPS 02800,Pocket DigimonWorld (Japan),Games,NTSC-J,PSX,
SLPS 02029,Taiyo no Otsuge (Japan),Games,NTSC-J,PSX,
SLPS 01930,Fishing Freaks - BassRise (Japan) (Doukon Pack),Games,NTSC-J,PSX,
SLPS 03277,Fever 5 - Sankyo Koushiki Pachinko Simulation (Japan),Games,NTSC-J,PSX,
SLPS 91495,Fever 5 - Sankyo Koushiki Pachinko Simulation (Japan),Games,NTSC-J,PSX,
SLPM 86068,Mitsumete Knight (Japan),Games,NTSC-J,PSX,
SLPS 00755,Zero4 Champ DooZy-J (Japan),Games,NTSC-J,PSX,
SLPS 02994,Fever 3 - Sankyo Koushiki Pachinko Simulation (Japan),Games,NTSC-J,PSX,
SLPS 91475,Fever 3 - Sankyo Koushiki Pachinko Simulation (Japan),Games,NTSC-J,PSX,
SLPS 00328,Ide Yousuke Meijin no Shin Jissen Mahjong (Japan),Games,NTSC-J,PSX,
SLPM 80059,ToPoLo (Japan) (Demo),Demos,NTSC-J,PSX,
SLPM 86173,Mahjong Yarou ze! (Japan),Games,NTSC-J,PSX,
SLPS 01440,Trump Shiyou yo! (Japan),Games,NTSC-J,PSX,
SLPS 02225,Trump Shiyou yo! (Japan),Games,NTSC-J,PSX,
SLPS 01413,K.O. - The Live Boxing (Japan),Games,NTSC-J,PSX,
SLPS 02698,K.O. - The Live Boxing (Japan),Games,NTSC-J,PSX,
SCES-01431,Disney's Tarzan (Europe),Games,PAL,PSX,
SCES-02290,Space Debris (Europe),Games,PAL,PSX,
SLES-01293,Versailles - A Game of Intrigue (Europe),Games,PAL,PSX,
SLES-00329,NanoTek Warrior (Europe),Games,PAL,PSX,
SLES-04128,Truck Rally (Europe),Games,PAL,PSX,
SLES-00717,"World League Soccer '98 (Europe) (En,Es,It)",Games,PAL,PSX,
SLES-03412,Tweenies - Game Time (Europe),Games,PAL,PSX,
SLES-02577,UEFA Champions League - Season 1999-2000 (Europe),Games,PAL,PSX,
SLES-02800,"Rayman Junior - Level 3 (Europe) (En,Fr,Es,It)",Games,PAL,PSX,
SLES-03108,Paris-Marseille Racing (France),Games,PAL,PSX,
SLPS 00129,Break Thru! (Japan),Games,NTSC-J,PSX,
SLPS 00651,Kuru Kuru Panic (Japan),Games,NTSC-J,PSX,
SLPM 87214,Whistle - Fuki Nukeru Kaze (Japan),Games,NTSC-J,PSX,
SLPM 87014,Martialbeat (Japan),Games,NTSC-J,PSX,
SLPS 01166,Waku Waku Bowling (Japan),Games,NTSC-J,PSX,
SLPS 02702,"Rong Rong, The (Japan)",Games,NTSC-J,PSX,
SLPS 02703,Value 1500 - The Shanghai (Japan),Games,NTSC-J,PSX,
SLPM 86653,Puzzle Mania (Japan) (Major Wave),Games,NTSC-J,PSX,
SLPM 86674,Puzzle Mania 2 (Japan) (Major Wave),Games,NTSC-J,PSX,
SLPM 87082,Arcade Hits - Moon Cresta (Japan),Games,NTSC-J,PSX,
SLPS 03513,Kids Station - Oshaberi Oekaki - Soreike! Anpanman (Japan),Games,NTSC-J,PSX,
SLPM 86931,Kids Station - Mickey to Nakama-tachi - Kazu Asobi Iro Iro (Japan),Games,NTSC-J,PSX,
SLPS 02794,Colorful Logic (Japan),Games,NTSC-J,PSX,
SLPS 01523,Family Bowling (Japan),Games,NTSC-J,PSX,
SLPS 03043,Family Bowling (Japan),Games,NTSC-J,PSX,
SLPS 00334,Tsuukai!! Slot Shooting (Japan),Games,NTSC-J,PSX,
SLPM 86634,Kuru Kuru Cube (Japan),Games,NTSC-J,PSX,
SLPM 87161,SuperLite 1500 Series - KeePer (Japan),Games,NTSC-J,PSX,
SLPS 00459,Big Challenge Golf - Tokyo Yomiuri Country Club-hen (Japan),Games,NTSC-J,PSX,
SLPS 02218,Pocket Tuner (Japan),Games,NTSC-J,PSX,
SCPS 10024,Victory Zone 2 (Japan),Games,NTSC-J,PSX,
SCPS 10025,Victory Zone 2 (Japan),Games,NTSC-J,PSX,
SLPS 03060,Kids Station - Hello Kitty no Oshaberi Town (Japan) (Controller Set),Games,NTSC-J,PSX,
SLPS 02102,Simulation Pro Yakyuu '99 (Japan),Games,NTSC-J,PSX,
SLPS 00266,Shanghai - Great Moments (Japan),Games,NTSC-J,PSX,
SLPS 02704,Value 1500 - The Shikinjou (Japan),Games,NTSC-J,PSX,
SLPS 03320,Kids Station - Crayon Shin-chan - Ora to Omoide Tsukuru zo! (Japan),Games,NTSC-J,PSX,
SLPS 03134,Oh-chan no Oekaki Logic 3 (Japan),Games,NTSC-J,PSX,
SLPS 03515,Kids Station - Oshaberi Oekaki - Kikansha Thomas to Nakama-tachi (Japan),Games,NTSC-J,PSX,
SLPS 03115,Colorful Logic 2 (Japan),Games,NTSC-J,PSX,
SLPS 01164,Metal Fist (Japan),Games,NTSC-J,PSX,
SLPS 01871,Chou Sentou Kyuugi Vanborg (Japan),Games,NTSC-J,PSX,
SLPS 00892,Virtual Bowling - Ten Pin Alley no Kiseki (Japan),Games,NTSC-J,PSX,
SLPM 86080,Junclassic C.C. & Rope Club (Japan),Games,NTSC-J,PSX,
SLPS 02576,Our Graduation - Mahjong de Pon! Hanafuda de Koi! (Japan) (Disc 1) (Mahjong de Pon!),Games,NTSC-J,PSX,
SLPS 02577,Our Graduation - Mahjong de Pon! Hanafuda de Koi! (Japan) (Disc 2) (Hanafuda de Koi!),Games,NTSC-J,PSX,
SLPS 02876,"Kids Station - Magical Music - Eigo de One, Two, Three! (Japan) (En,Ja)",Games,NTSC-J,PSX,
SLPM 86933,"Kids Station - Kuma no Pooh-san - Mori no Nakama to 1, 2, 3 (Japan)",Games,NTSC-J,PSX,
SLPS 03057,Kids Station - Asobou! Hanasou! Guru Guru Town Hanamaru-kun (Japan) (Controller Set),Games,NTSC-J,PSX,
SLPS 03316,Kids Station - Ultraman Cosmos - Yuusha no Chikai (Japan),Games,NTSC-J,PSX,
SLPS 03337,Kids Station - Unten Daisuki - Doki Doki - Norimono Daibouken (Japan),Games,NTSC-J,PSX,
SLPS 03002,Bomberman Land (Japan),Games,NTSC-J,PSX,
SLPS 01357,Guilty Gear (Japan),Games,NTSC-J,PSX,
SLUS-00706,Tenchu - Stealth Assassins (USA) (Rev 1),Games,NTSC-U,PSX,
SLES-00214,Ran Soccer (Germany),Games,PAL,PSX,
SLPS 00585,Die Hard Trilogy (Japan),Games,NTSC-J,PSX,
SLPS 00900,Armored Core (Japan),Games,NTSC-J,PSX,
SLPS 00976,Command & Conquer Complete (Japan) (Disc 1) (GDI),Games,NTSC-J,PSX,
SLPS 00977,Command & Conquer Complete (Japan) (Disc 2) (NOD),Games,NTSC-J,PSX,
SLPM 80032,Over Drivin' DX - Rally Edition (Japan),Demos,NTSC-J,PSX,
SLPS 01599,Slayers Wonderful (Japan),Games,NTSC-J,PSX,
SLES-03933,All Star Racing 2 (Europe),Games,PAL,PSX,
SLES-03933-GER,All Star Racing 2 (Europe),Games,PAL,PSX,
SLES-03402,DSF Fussball Manager 2001 (Germany),Games,PAL,PSX,
SLPS 01887,Weltorv Estleia (Japan),Games,NTSC-J,PSX,
SLPM 86459,SuperLite 1500 Series - Sanvein (Japan),Games,NTSC-J,PSX,
SLES-03498,Necronomicon - O Despertar das Trevas (Portugal) (Disc 1),Games,PAL,PSX,
SLES-13498,Necronomicon - O Despertar das Trevas (Portugal) (Disc 2),Games,PAL,PSX,
SLPS 00636,Alice in Cyberland (Japan),Games,NTSC-J,PSX,
SLPM 86693,Dance Dance Revolution - Best Hits (Japan),Games,NTSC-J,PSX,
SLPS 01278,Tensen Nyannyan Gekijouban (Japan),Games,NTSC-J,PSX,
SLPS 02361,Touge Max G (Japan),Games,NTSC-J,PSX,
SLPS 03209,Yakiniku Action Game - Yakiniku Bugyou (Japan),Games,NTSC-J,PSX,
SLPS 03255,Zoids - Battle Card Game - Seihou Tairiku Senki (Japan),Games,NTSC-J,PSX,
SLPS 00055,Cyberwar (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 00056,Cyberwar (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 00057,Cyberwar (Japan) (Disc 3),Games,NTSC-J,PSX,
SCES-03046,"Legend of Dragoon, The (Italy) (Disc 1)",Games,PAL,PSX,
SCES-13046,"Legend of Dragoon, The (Italy) (Disc 2)",Games,PAL,PSX,
SCES-23046,"Legend of Dragoon, The (Italy) (Disc 3)",Games,PAL,PSX,
SCES-33046,"Legend of Dragoon, The (Italy) (Disc 4)",Games,PAL,PSX,
SLES-00478,"Excalibur 2555 A.D. (Europe) (En,Fr,De,Es)",Games,PAL,PSX,
SLES-03951,Yu-Gi-Oh! Forbidden Memories (Spain),Games,PAL,PSX,
SLPS 03238,Summon Night 2 (Japan) (Disc 2),Games,NTSC-J,PSX,
SCPS 10098,Wipeout 3 (Japan),Games,NTSC-J,PSX,
SLUS-00842,Driver - You Are the Wheelman (USA),Games,NTSC-U,PSX,
SLPS 91202,Tekken 3 (Japan) (Rev 1),Games,NTSC-J,PSX,
SLPM 86703,Zill O'll (Japan) (Rev 1),Games,NTSC-J,PSX,
SLPM 86539,Bishi Bashi Special 3 - Step Champ (Japan),Games,NTSC-J,PSX,
SCPS 10012,Hermie Hopperhead - Scrap Panic (Japan),Games,NTSC-J,PSX,
SCPS 91016,Hermie Hopperhead - Scrap Panic (Japan),Games,NTSC-J,PSX,
SLES-00088,World Cup Golf - Professional Edition (Europe),Games,PAL,PSX,
SLES-03519,Men in Black - The Series - Crashdown (Europe),Games,PAL,PSX,
SLES-03519#,Men in Black - The Series - Crashdown (Europe),Games,PAL,PSX,
SLES-04156,Flying Squadron (Europe),Games,PAL,PSX,
SLES-04053,Checkmate II (Europe),Games,PAL,PSX,
SLES-04003,Blockids (Europe),Games,PAL,PSX,
SLES-02626,Army Men - Sarge's Heroes (Europe),Games,PAL,PSX,
SLES-21291,Atlantis - The Lost Tales (Europe) (Disc 3),Games,PAL,PSX,
SLES-11291,Atlantis - The Lost Tales (Europe) (Disc 2),Games,PAL,PSX,
SLPS 02204,L no Kisetsu - A Piece of Memories (Japan),Games,NTSC-J,PSX,
SLES-01291,Atlantis - The Lost Tales (Europe) (Disc 1),Games,PAL,PSX,
SLED-01529,Victory Boxing 2 (Europe) (Demo),Demos,PAL,PSX,
SCES-01556#,"X Games Pro Boarder (Europe) (En,Fr,De,Es,It,Sv,No) (Rev 1)",Games,PAL,PSX,
SLPM 87317,Front Mission 1st (Japan),Games,NTSC-J,PSX,
SLPM 86021,Henry Explorers (Japan),Games,NTSC-J,PSX,
SLPS 02355,Hissatsu Pachi-Slot Station 2 - Bakuto! Joushiki Yaburi no 2 Types (Japan),Games,NTSC-J,PSX,
SLPS 02948,Hissatsu Pachi-Slot Station Special 2 - The Tetra (Japan),Games,NTSC-J,PSX,
SLPS 01260,Project V6 (Japan),Games,NTSC-J,PSX,
SLPS 02413,"Pachi-Slot Teiou 3 - Sea Master X, Epsilon R, Wai Wai Pulsar 2 (Japan)",Games,NTSC-J,PSX,
SLPM 86034,Poitters' Point (Japan),Games,NTSC-J,PSX,
SLPS 00680,Meta-Ph-List Mu.X.2297 (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 00681,Meta-Ph-List Mu.X.2297 (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 01213,Wangan Trial (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 02280,Wangan Trial (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 01214,Wangan Trial (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 02281,Wangan Trial (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 01369,PlayStadium 3 (Japan),Games,NTSC-J,PSX,
SLPS 01331,Soukou Kihei Votoms - Woodo Kummen (Japan),Games,NTSC-J,PSX,
SLPS 00860,Indy 500 (Japan),Games,NTSC-J,PSX,
SLES-01213,Vigilante 8 (France),Games,PAL,PSX,
SLES-02765,All Star Tennis 2000 (France),Games,PAL,PSX,
SLPS 00807,PlayStadium 2 (Japan),Games,NTSC-J,PSX,
SLPS 00749,Fishing Koushien II (Japan),Games,NTSC-J,PSX,
SCPS 45157,"Snow Break (Japan, Asia)",Games,NTSC-J,PSX,
SLPS 01170,"Snow Break (Japan, Asia)",Games,NTSC-J,PSX,
SLPS 01495,Ojousama Express (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 01496,Ojousama Express (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 00894,Angel Blade - Neo Tokyo Guardians (Japan),Games,NTSC-J,PSX,
SLPS 01226,Prism Court (Japan),Games,NTSC-J,PSX,
SLPS 00867,Metal Angel 3 (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 00868,Metal Angel 3 (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 00796,BallBlazer Champions (Japan),Games,NTSC-J,PSX,
SLPS 01074,Baldy Land (Japan),Games,NTSC-J,PSX,
SLPS 01021,Daikoukai Jidai Gaiden (Japan),Games,NTSC-J,PSX,
SLPS 00919,Carnage Heart EZ (Easy Zapping) (Japan),Games,NTSC-J,PSX,
SLPS 01158,Ishin no Arashi (Japan),Games,NTSC-J,PSX,
SLPS 01216,Teitoku no Ketsudan III with Power-Up Kit (Japan),Games,NTSC-J,PSX,
SLPS 01266,Final Round (Japan),Games,NTSC-J,PSX,
SLPS 00732,Las Vegas Dream 2 (Japan),Games,NTSC-J,PSX,
SLPS 00428,Are!Mo KoreMo Momotarou (Japan),Games,NTSC-J,PSX,
SLPS 00239,PlayStadium (Japan),Games,NTSC-J,PSX,
SLPS 00552,Panzer General (Japan),Games,NTSC-J,PSX,
SLPS 00329,Extreme Power (Japan),Games,NTSC-J,PSX,
SLPS 00489,Death Wing (Japan),Games,NTSC-J,PSX,
SCUS-94409,Codename - Tenka (USA),Games,NTSC-U,PSX,
SCUS-94353,Formula 1 (USA),Games,NTSC-U,PSX,
SLUS-00510,Vigilante 8 (USA),Games,NTSC-U,PSX,
SLPS 00269,Air Management '96 (Japan),Games,NTSC-J,PSX,
SLPS 00648,Econo Kids - Ta ga Tame ni Kane wa Naru (Japan),Games,NTSC-J,PSX,
SLPS 00337,Nobunaga Shippuuki - Kirameki (Japan),Games,NTSC-J,PSX,
SLPS 00212,Descent (Japan),Games,NTSC-J,PSX,
SLPS 00595,NHL Powerplay '96 (Japan),Games,NTSC-J,PSX,
SLPS 00594,Sampras Extreme Tennis (Japan),Games,NTSC-J,PSX,
SLPS 00729,Koushien V (Japan),Games,NTSC-J,PSX,
SLPS 00699,NBA Jam Extreme (Japan),Games,NTSC-J,PSX,
SLPS 00301,J.League Virtual Stadium '96 (Japan),Games,NTSC-J,PSX,
SLPS 00267,Deadheat Road (Japan),Games,NTSC-J,PSX,
SLPS 00324,Potestas (Japan),Games,NTSC-J,PSX,
SLPS 01748,Potestas (Japan),Games,NTSC-J,PSX,
SLPS 91419,Potestas (Japan),Games,NTSC-J,PSX,
SLPS 00302,Unstack (Japan),Games,NTSC-J,PSX,
SLPS 00288,Pachi Pachi Saga (Japan),Games,NTSC-J,PSX,
SLPS 01426,MasMon Kids - The Another World of the Master of Monsters (Japan),Games,NTSC-J,PSX,
SLPS 00137,Suiko Enbu (Japan),Games,NTSC-J,PSX,
SLPS 00177,Thoroughbred-tachi no Eikan - The Victorious Thoroughbreds (Japan),Games,NTSC-J,PSX,
SLPS 00399,Quantum Gate I - Akumu no Joshou (Japan),Games,NTSC-J,PSX,
SLPS 00473,Jigsaw Island - Japan Graffiti (Japan),Games,NTSC-J,PSX,
SLPS 00409,Joshikousei no Houkago... Pukunpa (Japan),Games,NTSC-J,PSX,
SLPS 00181,Eko Eko Azarak - Wizard of Darkness (Japan),Games,NTSC-J,PSX,
SLES-01626,Swing (Germany),Games,PAL,PSX,
SCES-02177,El Tetris Un Magico Desafio (Spain),Games,PAL,PSX,
SCES-02222#,"Formula One 99 (Europe) (En,Es,Fi)",Games,PAL,PSX,
SLES-04118,FIFA Football 2004 (Spain),Games,PAL,PSX,
SLES-03132,NBA Live 2001 (Spain),Games,PAL,PSX,
SLES-03971,NBA Live 2003 (Spain),Games,PAL,PSX,
SLES-03696,Barbie - Explorer (Spain),Games,PAL,PSX,
SLES-03259,Disney Tigger tras un Bote de Miel (Spain),Games,PAL,PSX,
SCES-02779,"Formula One 2000 (Europe) (Es,It)",Games,PAL,PSX,
SCES-03767,"Disney-Pixar Monstruos, S.A. - Isla de los Sustos (Spain)",Games,PAL,PSX,
SLES-01248,"Tank Racer (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCES-02147,Tombi! 2 (Europe),Games,PAL,PSX,
SLES-02347,Amerzone - The Explorer's Legacy (Europe) (Disc 1),Games,PAL,PSX,
SLES-12347,Amerzone - The Explorer's Legacy (Europe) (Disc 2),Games,PAL,PSX,
SCES-02403,Muppet Monster Adventure (Europe),Games,PAL,PSX,
SLES-03493,Necronomicon - The Dawning of Darkness (Europe) (Disc 1),Games,PAL,PSX,
SLES-13493,Necronomicon - The Dawning of Darkness (Europe) (Disc 2),Games,PAL,PSX,
SCES-00667,Power Source (Europe),Demos,PAL,PSX,
SCES-00934,Pac-Man World 20th Anniversary (Europe),Games,PAL,PSX,
SLES-03999,M&M's - Shell Shocked (Europe),Games,PAL,PSX,
SLES-00613,Lifeforce Tenka (Europe),Games,PAL,PSX,
SLES-00033,Hard Boiled (Europe),Games,PAL,PSX,
SCES-02008,Muppet RaceMania (Europe),Games,PAL,PSX,
SLES-03544,Nickelodeon Rugrats - Totally Angelica (Europe),Games,PAL,PSX,
SCES-01768,Destrega (Europe),Games,PAL,PSX,
SLES-00039,"Raven Project, The (Europe) (En,Fr,De) (Disc 1)",Games,PAL,PSX,
SLES-10039,"Raven Project, The (Europe) (En,Fr,De) (Disc 2)",Games,PAL,PSX,
SLES-00079,"Onside Complete Soccer (Europe) (En,Fr,De,Es)",Games,PAL,PSX,
SCES-03755,Jim Henson's The Hoobs (Europe),Games,PAL,PSX,
SCES-01997,"Tiny Toon Adventures - Buster and the Beanstalk (Europe) (En,Es,Pt)",Games,PAL,PSX,
SCES-02014/DUT,Disney-Pixar A Bug's Life - Disney's Activity Centre (Europe),Games,PAL,PSX,
SLES-00094,Firo & Klawd (Europe),Games,PAL,PSX,
SLES-02510,Sesame Street - Elmo's Letter Adventure (Europe),Games,PAL,PSX,
SLPS 01167,Tour Party - Sotsugyou Ryokou ni Ikou (Japan),Games,NTSC-J,PSX,
SLPS 01460,Yuuwaku Office Ren'aika (Japan),Games,NTSC-J,PSX,
SLPS 02209,Yuuwaku Office Ren'aika (Japan),Games,NTSC-J,PSX,
SLPS 03053,"Uranai 5, The - Shinpi no Rune Uranai (Japan)",Games,NTSC-J,PSX,
SLPS 03097,Love Para - Lovely Tokyo Para-Para Musume (Japan),Games,NTSC-J,PSX,
SIPS 60001,Destruction Derby (Japan),Games,NTSC-J,PSX,
SLES-04049,King of Bowling 3 (Europe),Games,PAL,PSX,
SCES-02154,Magical Tetris Challenge (Europe),Games,PAL,PSX,
SLES-00065,D (Europe) (Disc 1),Games,PAL,PSX,
SLES-20065,D (Europe) (Disc 3),Games,PAL,PSX,
SLES-02325,Player Manager 2000 (Europe),Games,PAL,PSX,
SLES-03121,Knockout Kings 2001 (Europe),Games,PAL,PSX,
SLES-04154,Superbike Masters (Europe),Games,PAL,PSX,
SLES-04005,Turnabout (Europe),Games,PAL,PSX,
SLES-03806,Westlife - Fan-O-Mania (Europe),Games,PAL,PSX,
SLES-01664,"Centipede (Europe) (En,Es,Sv)",Games,PAL,PSX,
SLES-01418,Asteroids (Europe),Games,PAL,PSX,
SLES-02132,Player Manager Ninety Nine (UK),Games,PAL,PSX,
SLES-00578,"Area 51 (Europe) (En,Fr,De,Es)",Games,PAL,PSX,
SLES-03881,International Cricket Captain 2002 (Europe),Games,PAL,PSX,
SLES-01600,"Egypt 1156 B.C. - Tomb of the Pharaoh (Europe) (En,Es,Nl,Sv)",Games,PAL,PSX,
SLED-01696,Station 3 (Europe),Demos,PAL,PSX,
SIPS 60012,Destruction Derby 2 (Japan),Games,NTSC-J,PSX,
SLPS 00668,Haunted Junction - Seitokai Badge o Oe! (Japan),Games,NTSC-J,PSX,
SLPS 02252,Mouja (Japan) (Honkakuha de 1300),Games,NTSC-J,PSX,
SLES-01875,AFL 99 (Australia),Games,PAL,PSX,
SLES-00845,Blaze & Blade - Eternal Quest (Europe),Games,PAL,PSX,
SLES-03588,"Millionen Show, Die (Austria)",Games,PAL,PSX,
SLES-00070,Psychic Detective (Europe) (Disc 1),Games,PAL,PSX,
SLPM 86589,Acid (Japan) (Major Wave),Games,NTSC-J,PSX,
SLPM 87118,Arcade Hits - Frisky Tom (Japan),Games,NTSC-J,PSX,
SLPM 86491,Lattice - 200EC7 (Japan),Games,NTSC-J,PSX,
SLPM 86810,Marionette Company (Japan),Games,NTSC-J,PSX,
SLPM 87067,Arcade Hits - Crazy Climber (Japan),Games,NTSC-J,PSX,
SLPM 86757,Little Lovers - She So Game (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPM 86758,Little Lovers - She So Game (Japan) (Disc 2),Games,NTSC-J,PSX,
SLUS-01266,Fear Effect 2 - Retro Helix (USA) (Disc 1) (Rev 1),Games,NTSC-U,PSX,
SLUS-01275,Fear Effect 2 - Retro Helix (USA) (Disc 2) (Rev 1),Games,NTSC-U,PSX,
SLUS-01276,Fear Effect 2 - Retro Helix (USA) (Disc 3) (Rev 1),Games,NTSC-U,PSX,
SLUS-01277,Fear Effect 2 - Retro Helix (USA) (Disc 4) (Rev 1),Games,NTSC-U,PSX,
SLPS 00835,NanoTek Warrior (Japan),Games,NTSC-J,PSX,
SLUS-00215,Namco Museum Vol. 1 (USA) (Rev 1),Games,NTSC-U,PSX,
SLPS 03340,Helix - Fear Effect (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 03341,Helix - Fear Effect (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 03342,Helix - Fear Effect (Japan) (Disc 3),Games,NTSC-J,PSX,
SLPS 03343,Helix - Fear Effect (Japan) (Disc 4),Games,NTSC-J,PSX,
SLPS 00964,Mario Mushano's Hyper Shogi School (Japan),Games,NTSC-J,PSX,
SLES-02475,Asterix & Obelix Take on Caesar (Europe),Games,PAL,PSX,
SLPS 00279,C1 - Circuit (Japan),Games,NTSC-J,PSX,
SLPS 00828,Shutokou Battle R (Japan),Games,NTSC-J,PSX,
SLPS 91069,Shutokou Battle R (Japan),Games,NTSC-J,PSX,
SLPS 91427,Shutokou Battle R (Japan),Games,NTSC-J,PSX,
SLPM 86425,SuperLite 1500 Series - Suudoku 2 (Japan),Games,NTSC-J,PSX,
SLPM 86676,SuperLite 1500 Series - Suudoku 4 (Japan),Games,NTSC-J,PSX,
SLPS 00178,"Match Golf, The (Japan)",Games,NTSC-J,PSX,
SLPS 00959,Pastel Muses (Japan),Games,NTSC-J,PSX,
SLPS 01157,Waku Waku Derby (Japan),Games,NTSC-J,PSX,
SLPS 02253,Tsumu Light (Japan),Games,NTSC-J,PSX,
SLPS 01225,Universal Nuts (Japan),Games,NTSC-J,PSX,
SLPS 01438,Arcana Senki Ludo (Japan),Games,NTSC-J,PSX,
SLPM 86918,Jigsaw Island - Japan Graffiti (Japan) (Major Wave),Games,NTSC-J,PSX,
SLPS 03072,"Kimi no Kimochi, Boku no Kokoro - I've Possessed Your Body! (Japan)",Games,NTSC-J,PSX,
SLPS 02189,Quiz Chara-Oke Don! Toei Tokusatsu Hero Part 1 (Japan),Games,NTSC-J,PSX,
SLPM 86191,Seishoujo Kantai Virgin Fleet (Japan),Games,NTSC-J,PSX,
SLPS 02554,Dynamite Soccer 2000 (Japan),Games,NTSC-J,PSX,
